owner,repo,issue_number,title,state,created_at,closed_at,comments,labels,html_url,fix_time_hours,fix_time_days,project
psf,requests,1084,POST and PUT on 307 redirect will re-POST without body,closed,2013-01-04 16:55:35+00:00,2013-03-31 05:21:52+00:00,13,Bug,https://github.com/psf/requests/issues/1084,2052.4380555555554,85.5182523148148,psf/requests
psf,requests,1029,"Since 1.0, seeing a large amount of ""Cannot assign requested address"" socket.errors",closed,2012-12-18 00:56:01+00:00,2012-12-18 02:51:40+00:00,8,Bug,https://github.com/psf/requests/issues/1029,1.9275,0.0803125,psf/requests
psf,requests,910,POST with json data and oauth auth_header signature_type not working,closed,2012-10-25 17:29:41+00:00,2013-04-01 18:40:16+00:00,32,Bug,https://github.com/psf/requests/issues/910,3793.176388888889,158.0490162037037,psf/requests
psf,requests,875,Keep-alive doesn't work over http proxy,closed,2012-10-01 16:28:39+00:00,2012-12-03 10:09:18+00:00,11,Bug,https://github.com/psf/requests/issues/875,1505.6775,62.7365625,psf/requests
psf,requests,862,digest authentication fails because of wrongly nonce-count,closed,2012-09-20 06:47:59+00:00,2012-11-17 11:04:27+00:00,5,Bug,https://github.com/psf/requests/issues/862,1396.2744444444445,58.17810185185186,psf/requests
psf,requests,851,"SSL ""unknown protocol"" is returned when it should be ""certificate verify failed""",closed,2012-09-13 02:17:35+00:00,2013-01-21 20:23:07+00:00,18,Bug;Contributor Friendly,https://github.com/psf/requests/issues/851,3138.092222222222,130.75384259259258,psf/requests
psf,requests,844,umbrella ticket to resolve iteration / read size / chunked encoding questions,closed,2012-09-07 03:54:10+00:00,2015-01-19 09:29:14+00:00,52,Bug;Contributor Friendly;Propose Close,https://github.com/psf/requests/issues/844,20741.584444444445,864.2326851851852,psf/requests
psf,requests,771,socket leak (suspected due to redirection),closed,2012-08-10 12:21:29+00:00,2012-11-17 11:17:01+00:00,47,Bug,https://github.com/psf/requests/issues/771,2374.9255555555555,98.95523148148148,psf/requests
psf,requests,747,"requests.{post,patch} set Content-Type to application/x-www-form-urlencoded even when ``data`` arg is a string",closed,2012-07-30 20:18:22+00:00,2012-08-04 15:39:39+00:00,3,Bug;Contributor Friendly,https://github.com/psf/requests/issues/747,115.35472222222222,4.806446759259259,psf/requests
psf,requests,738,pip install error on py3k,closed,2012-07-25 05:47:28+00:00,2012-07-27 06:11:43+00:00,7,Bug;Contributor Friendly,https://github.com/psf/requests/issues/738,48.40416666666667,2.016840277777778,psf/requests
psf,requests,697,Catch UnicodeError coming from encodings/idna.py,closed,2012-06-26 18:31:32+00:00,2012-08-13 21:14:51+00:00,6,Bug;Contributor Friendly,https://github.com/psf/requests/issues/697,1154.7219444444445,48.11341435185185,psf/requests
psf,requests,649,CaseInsensitiveDict __setitem__ faulty for differing-case keys,closed,2012-06-03 00:59:23+00:00,2012-07-27 05:54:43+00:00,4,Bug;Contributor Friendly,https://github.com/psf/requests/issues/649,1300.9222222222222,54.20509259259259,psf/requests
psf,requests,639,safe mode doesn't work when not returning response,closed,2012-05-28 11:28:42+00:00,2012-12-18 20:15:20+00:00,3,Bug;Contributor Friendly,https://github.com/psf/requests/issues/639,4904.777222222222,204.36571759259257,psf/requests
psf,requests,637,Dict data is not being properly urlencoded,closed,2012-05-27 00:01:10+00:00,2012-06-15 18:32:14+00:00,7,Bug,https://github.com/psf/requests/issues/637,474.5177777777778,19.771574074074074,psf/requests
psf,requests,627,Failure to get through digest page which redirects to temporary AWS url,closed,2012-05-22 13:57:29+00:00,2012-11-27 18:36:34+00:00,31,Bug;Contributor Friendly,https://github.com/psf/requests/issues/627,4540.6513888888885,189.19380787037036,psf/requests
psf,requests,606,Allow specifying the ssl protocol version to use,closed,2012-05-11 17:32:54+00:00,2012-07-27 06:10:49+00:00,20,Bug,https://github.com/psf/requests/issues/606,1836.6319444444443,76.52633101851852,psf/requests
psf,requests,605,async broken on Windows,closed,2012-05-10 21:41:00+00:00,2012-05-10 23:35:07+00:00,2,Bug,https://github.com/psf/requests/issues/605,1.9019444444444444,0.07924768518518518,psf/requests
psf,requests,602,requests.head redirect timeout (on only linux environments?),closed,2012-05-09 19:55:44+00:00,2012-07-27 06:14:15+00:00,7,Bug;Planned,https://github.com/psf/requests/issues/602,1882.308611111111,78.42952546296296,psf/requests
psf,requests,539,iter_lines small chunks,closed,2012-04-06 15:04:40+00:00,2012-05-08 05:09:24+00:00,15,Bug,https://github.com/psf/requests/issues/539,758.0788888888889,31.58662037037037,psf/requests
psf,requests,537,requests.get throws TooManyRedirects in safe_mode,closed,2012-04-06 01:50:52+00:00,2012-05-04 01:49:58+00:00,3,Bug,https://github.com/psf/requests/issues/537,671.985,27.999375,psf/requests
psf,requests,520,requests leaves a hanging connection for each request,closed,2012-03-29 07:19:00+00:00,2012-08-06 04:38:28+00:00,62,Bug,https://github.com/psf/requests/issues/520,3117.3244444444445,129.8885185185185,psf/requests
psf,requests,500,Async requests don't honor timeout param,closed,2012-03-20 05:07:44+00:00,2012-05-10 22:05:42+00:00,13,Bug,https://github.com/psf/requests/issues/500,1240.966111111111,51.706921296296294,psf/requests
psf,requests,498,App Engine Fixes,closed,2012-03-19 02:03:45+00:00,2012-07-27 05:29:28+00:00,30,Bug;Contributor Friendly;GAE Support,https://github.com/psf/requests/issues/498,3123.428611111111,130.14285879629628,psf/requests
psf,requests,496,Response.ok raises Timeout Exception in safe_mode,closed,2012-03-19 00:21:18+00:00,2012-04-06 01:45:25+00:00,2,Bug;Contributor Friendly,https://github.com/psf/requests/issues/496,433.40194444444444,18.05841435185185,psf/requests
psf,requests,458,"requests should send ""Connection: close"" if keep-alive is disabled",closed,2012-02-26 23:17:29+00:00,2012-06-15 18:41:19+00:00,6,Bug,https://github.com/psf/requests/issues/458,2635.3972222222224,109.8082175925926,psf/requests
psf,requests,424,Unicode header dict values cause unhandled exception,closed,2012-02-13 21:27:39+00:00,2012-07-27 06:00:53+00:00,1,Bug,https://github.com/psf/requests/issues/424,3944.553888888889,164.35641203703705,psf/requests
psf,requests,353,'allow_redirects' cause a post request to hang,closed,2012-01-11 11:06:54+00:00,2012-07-27 06:05:18+00:00,6,Bug,https://github.com/psf/requests/issues/353,4746.973333333333,197.79055555555556,psf/requests
psf,requests,339,"ConnectionError in requests, not urllib2",closed,2012-01-06 05:18:41+00:00,2012-04-12 22:53:39+00:00,2,Bug;Contributor Friendly,https://github.com/psf/requests/issues/339,2345.5827777777777,97.73261574074074,psf/requests
psf,requests,338,"LookupError in requests, not in urllib2",closed,2012-01-06 05:07:45+00:00,2012-03-16 01:15:28+00:00,11,Bug;Contributor Friendly,https://github.com/psf/requests/issues/338,1676.128611111111,69.83869212962962,psf/requests
psf,requests,337,"TooManyRedirects in requests, not in urllib2",closed,2012-01-06 05:06:43+00:00,2012-08-25 15:09:13+00:00,9,Bug;Contributor Friendly,https://github.com/psf/requests/issues/337,5578.041666666667,232.4184027777778,psf/requests
psf,requests,335,CookieError in requests and not in urllib2,closed,2012-01-06 04:30:34+00:00,2012-03-09 16:58:39+00:00,29,Bug;Contributor Friendly,https://github.com/psf/requests/issues/335,1524.4680555555556,63.519502314814815,psf/requests
psf,requests,296,ConnectionError with Python 2.5 and SSL site,closed,2011-11-29 14:20:07+00:00,2012-01-23 08:06:13+00:00,10,Bug,https://github.com/psf/requests/issues/296,1313.7683333333334,54.740347222222226,psf/requests
psf,requests,293,Proxy authentication broken with 0.76 -> 0.83 upgrade.,closed,2011-11-28 17:25:20+00:00,2012-03-31 07:16:31+00:00,4,Bug;Contributor Friendly,https://github.com/psf/requests/issues/293,2965.8530555555553,123.57721064814814,psf/requests
psf,requests,291,models.Request.sent never set to `True`?,closed,2011-11-27 16:16:40+00:00,2011-11-27 16:29:58+00:00,1,Bug,https://github.com/psf/requests/issues/291,0.22166666666666668,0.009236111111111112,psf/requests
psf,requests,286,Session Cookie doublequotes bug,closed,2011-11-23 17:47:01+00:00,2012-01-30 06:15:36+00:00,11,Bug,https://github.com/psf/requests/issues/286,1620.4763888888888,67.51984953703703,psf/requests
psf,requests,239,Too many open files,closed,2011-11-05 12:37:30+00:00,2012-07-27 06:07:41+00:00,81,Bug;Contributor Friendly,https://github.com/psf/requests/issues/239,6353.503055555556,264.7292939814815,psf/requests
psf,requests,223,Content-Length is missing,closed,2011-10-24 16:21:43+00:00,2012-11-25 03:54:30+00:00,63,Bug,https://github.com/psf/requests/issues/223,9539.546388888888,397.481099537037,psf/requests
psf,requests,78,Request_gzip = True,closed,2011-06-24 10:28:49+00:00,2011-07-24 02:35:50+00:00,3,Feature Request;Bug;Planned,https://github.com/psf/requests/issues/78,712.1169444444445,29.67153935185185,psf/requests
psf,requests,56,Auth fail for private github repo,closed,2011-06-04 16:23:34+00:00,2011-07-24 02:55:20+00:00,6,Bug,https://github.com/psf/requests/issues/56,1186.5294444444444,49.43872685185185,psf/requests
scrapy,scrapy,7626,ScrapyCommand.help() is never called,closed,2026-06-15 09:51:36+00:00,2026-06-19 04:49:34+00:00,5,bug;cleanup,https://github.com/scrapy/scrapy/issues/7626,90.9661111111111,3.7902546296296293,scrapy/scrapy
scrapy,scrapy,7604,`strip_url()` strips :80 from the password,closed,2026-06-11 16:36:11+00:00,2026-06-15 06:41:57+00:00,2,bug,https://github.com/scrapy/scrapy/issues/7604,86.09611111111111,3.587337962962963,scrapy/scrapy
scrapy,scrapy,7601,HttpxDownloadHandler drops proxy auth on retries/redirects,closed,2026-06-11 15:58:47+00:00,2026-06-17 09:56:24+00:00,0,bug,https://github.com/scrapy/scrapy/issues/7601,137.96027777777778,5.748344907407407,scrapy/scrapy
scrapy,scrapy,7597,IMAGES_STORE_*_ACL are no longer used,closed,2026-06-11 08:01:01+00:00,2026-06-15 19:24:45+00:00,1,bug;S3;media pipelines,https://github.com/scrapy/scrapy/issues/7597,107.39555555555556,4.474814814814815,scrapy/scrapy
scrapy,scrapy,7552,'scrapy shell' command starts crawling,closed,2026-05-26 11:51:11+00:00,2026-06-10 19:59:04+00:00,9,bug,https://github.com/scrapy/scrapy/issues/7552,368.13138888888886,15.338807870370369,scrapy/scrapy
scrapy,scrapy,7445,TLS context re-use regression in 2.15 leads to HTTP 421s for different hostnames on the same server,closed,2026-04-21 08:43:37+00:00,2026-04-22 14:01:03+00:00,1,bug;https,https://github.com/scrapy/scrapy/issues/7445,29.290555555555557,1.2204398148148148,scrapy/scrapy
scrapy,scrapy,7426,Regression in Scrapy 2.15.0: FEED_EXPORTERS keys with dots fail with NameError in getwithbase(),closed,2026-04-13 09:55:30+00:00,2026-04-22 14:00:41+00:00,1,bug,https://github.com/scrapy/scrapy/issues/7426,220.08638888888888,9.170266203703703,scrapy/scrapy
scrapy,scrapy,7158,Scrapy 2.13 slower than 2.12 about 2–3×,closed,2025-11-20 12:43:41+00:00,2026-01-05 11:55:59+00:00,9,bug;performance,https://github.com/scrapy/scrapy/issues/7158,1103.205,45.966874999999995,scrapy/scrapy
scrapy,scrapy,7060,Fix flaky `test_download_with_proxy_https_timeout()`,closed,2025-09-28 12:05:01+00:00,2026-02-13 08:45:11+00:00,25,bug;help wanted;https;CI,https://github.com/scrapy/scrapy/issues/7060,3308.6694444444443,137.86122685185185,scrapy/scrapy
scrapy,scrapy,7057,spider_idle signal sent before item_error signal when DNSLookupError occurs in FilesPipeline,closed,2025-09-26 04:38:34+00:00,2025-09-29 08:41:24+00:00,3,bug;needs more info,https://github.com/scrapy/scrapy/issues/7057,76.04722222222222,3.168634259259259,scrapy/scrapy
scrapy,scrapy,7042,MetaRefreshMiddleware does not respect `<base>` tag for relative URLs,closed,2025-09-04 08:07:25+00:00,2025-09-10 13:17:17+00:00,3,bug,https://github.com/scrapy/scrapy/issues/7042,149.16444444444446,6.215185185185185,scrapy/scrapy
scrapy,scrapy,7003,TestSendCatchLogAsyncAsyncio failures,closed,2025-08-11 10:07:39+00:00,2025-08-18 15:00:24+00:00,0,bug;CI,https://github.com/scrapy/scrapy/issues/7003,172.87916666666666,7.203298611111111,scrapy/scrapy
scrapy,scrapy,6996,Tests that install a root logging handler,closed,2025-08-08 07:33:18+00:00,2025-10-06 09:19:36+00:00,1,bug;CI,https://github.com/scrapy/scrapy/issues/6996,1417.7716666666668,59.073819444444446,scrapy/scrapy
scrapy,scrapy,6972,TestPriorityQueue::test_queue_push_pop_priorities() fails on 32-bit,closed,2025-07-28 12:38:42+00:00,2025-07-28 18:37:47+00:00,5,bug;CI,https://github.com/scrapy/scrapy/issues/6972,5.9847222222222225,0.24936342592592595,scrapy/scrapy
scrapy,scrapy,6915,ipython tips break scrapy shell help,closed,2025-06-26 06:47:55+00:00,2025-08-01 09:01:41+00:00,5,bug,https://github.com/scrapy/scrapy/issues/6915,866.2294444444444,36.092893518518515,scrapy/scrapy
scrapy,scrapy,6908,TestEngine::test_short_timeout() failure,closed,2025-06-23 18:28:21+00:00,2025-07-01 12:24:10+00:00,2,bug;CI,https://github.com/scrapy/scrapy/issues/6908,185.93027777777777,7.747094907407408,scrapy/scrapy
scrapy,scrapy,6894,`FileFeedStorage` ignores the drive letter on Windows,closed,2025-06-20 07:31:46+00:00,2025-06-23 16:56:30+00:00,2,bug;Windows,https://github.com/scrapy/scrapy/issues/6894,81.41222222222223,3.392175925925926,scrapy/scrapy
scrapy,scrapy,6878,`pytest.skip` no longer works in twisted.trial unittests,closed,2025-06-08 18:07:15+00:00,2025-06-09 07:53:43+00:00,0,bug;CI;upstream issue,https://github.com/scrapy/scrapy/issues/6878,13.774444444444445,0.5739351851851852,scrapy/scrapy
scrapy,scrapy,6876,Non-typing assert in getdictorlist(),closed,2025-06-08 15:13:05+00:00,2025-10-09 20:14:35+00:00,9,bug;good first issue,https://github.com/scrapy/scrapy/issues/6876,2957.025,123.20937500000001,scrapy/scrapy
scrapy,scrapy,6861,Results of errbacks for downloader errors are discarded,closed,2025-06-05 07:06:32+00:00,2025-06-05 13:02:32+00:00,5,bug,https://github.com/scrapy/scrapy/issues/6861,5.933333333333334,0.24722222222222223,scrapy/scrapy
scrapy,scrapy,6859,“DeprecationWarning: Attempting to mutate a Context after a Connection was created” with pyOpenSSL 25.1.0,closed,2025-06-04 20:09:28+00:00,2026-03-25 10:42:45+00:00,11,bug;help wanted,https://github.com/scrapy/scrapy/issues/6859,7046.554722222222,293.60644675925926,scrapy/scrapy
scrapy,scrapy,6857,ExecuteEngine.close() assumes self.downloader has been defined,closed,2025-06-04 10:32:07+00:00,2025-06-06 11:02:16+00:00,0,bug,https://github.com/scrapy/scrapy/issues/6857,48.5025,2.0209375,scrapy/scrapy
scrapy,scrapy,6834,Race condition in `TestBenchCommand` on Windows,closed,2025-05-28 09:23:29+00:00,2025-07-02 19:35:58+00:00,2,bug;CI,https://github.com/scrapy/scrapy/issues/6834,850.2080555555556,35.42533564814815,scrapy/scrapy
scrapy,scrapy,6820,Recheck (and re-fix?) open_spider exception handling,closed,2025-05-21 17:23:24+00:00,2026-02-19 10:22:01+00:00,2,bug,https://github.com/scrapy/scrapy/issues/6820,6568.976944444445,273.7073726851852,scrapy/scrapy
scrapy,scrapy,6812,Typo in the Docs,closed,2025-05-19 03:03:26+00:00,2025-05-20 05:51:32+00:00,2,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/6812,26.801666666666666,1.1167361111111112,scrapy/scrapy
scrapy,scrapy,6784,Engine hangs if _schedule_request() raised an exception,closed,2025-05-09 15:17:57+00:00,2025-06-23 17:36:55+00:00,3,bug,https://github.com/scrapy/scrapy/issues/6784,1082.316111111111,45.09650462962963,scrapy/scrapy
scrapy,scrapy,6783,`test_close_during_start_iteration()` can fail with a Task error about `_start_request_processing()`,closed,2025-05-08 09:36:02+00:00,2025-06-23 17:36:55+00:00,4,bug,https://github.com/scrapy/scrapy/issues/6783,1112.0147222222222,46.333946759259256,scrapy/scrapy
scrapy,scrapy,6665,Make sure all type annotations relevant to web-poet are resolvable,closed,2025-02-11 17:12:29+00:00,2025-02-14 15:40:07+00:00,0,bug;enhancement,https://github.com/scrapy/scrapy/issues/6665,70.46055555555556,2.9358564814814816,scrapy/scrapy
scrapy,scrapy,6644,Unable to use CrawlerProcess to run a spider as a script to debug it at breakpoints,closed,2025-02-01 08:40:44+00:00,2025-02-04 12:49:23+00:00,6,bug;not reproducible;upstream issue;asyncio,https://github.com/scrapy/scrapy/issues/6644,76.14416666666666,3.172673611111111,scrapy/scrapy
scrapy,scrapy,6636,Reactor info logged twice,closed,2025-01-28 18:29:48+00:00,2025-02-06 10:47:41+00:00,0,bug;logging,https://github.com/scrapy/scrapy/issues/6636,208.29805555555555,8.679085648148147,scrapy/scrapy
scrapy,scrapy,6632,Installed Scrapy in a new environment through Anaconda but can't run bench,closed,2025-01-25 09:57:07+00:00,2025-01-27 10:21:32+00:00,3,bug,https://github.com/scrapy/scrapy/issues/6632,48.40694444444444,2.0169560185185182,scrapy/scrapy
scrapy,scrapy,6619,test_s3_export fails with boto3 >= 1.36.0,closed,2025-01-18 16:25:28+00:00,2025-01-22 11:14:34+00:00,5,bug;good first issue;CI,https://github.com/scrapy/scrapy/issues/6619,90.81833333333333,3.784097222222222,scrapy/scrapy
scrapy,scrapy,6617,GCSFeedStorage does not support feed_options,closed,2025-01-17 13:44:06+00:00,2025-01-23 16:06:47+00:00,9,bug;good first issue,https://github.com/scrapy/scrapy/issues/6617,146.37805555555556,6.099085648148148,scrapy/scrapy
scrapy,scrapy,6600,Investigate off-by-1 in `scrapy.cmdline._pop_command_name()`,closed,2025-01-01 19:47:08+00:00,2025-01-14 15:40:25+00:00,4,bug;good first issue,https://github.com/scrapy/scrapy/issues/6600,307.8880555555556,12.828668981481483,scrapy/scrapy
scrapy,scrapy,6593,Fix Crawler.request_fingerprinter typing,closed,2024-12-27 14:41:09+00:00,2025-01-07 09:40:51+00:00,3,bug;good first issue;typing,https://github.com/scrapy/scrapy/issues/6593,258.995,10.791458333333333,scrapy/scrapy
scrapy,scrapy,6505,return in finally can swallow exception,closed,2024-10-22 16:21:43+00:00,2024-11-14 19:48:08+00:00,15,bug;good first issue,https://github.com/scrapy/scrapy/issues/6505,555.4402777777777,23.143344907407407,scrapy/scrapy
scrapy,scrapy,6504,Fix typing for Twisted 24.10.0,closed,2024-10-22 14:40:29+00:00,2024-10-29 18:08:39+00:00,4,bug;CI;typing,https://github.com/scrapy/scrapy/issues/6504,171.46944444444443,7.144560185185185,scrapy/scrapy
scrapy,scrapy,6450,"Twisted 24.7.0rc1 deprecation: ""twisted.web.http.HTTPClient was deprecated in Twisted 24.7.0rc1: Use twisted.web.client.Agent instead""",closed,2024-07-31 17:11:33+00:00,2025-01-28 09:29:48+00:00,9,bug;cleanup;wontfix,https://github.com/scrapy/scrapy/issues/6450,4336.304166666667,180.67934027777778,scrapy/scrapy
scrapy,scrapy,6398,Improve the docs of the dont_filter parameter of Request,closed,2024-06-10 08:51:23+00:00,2026-02-10 08:49:11+00:00,0,bug;docs,https://github.com/scrapy/scrapy/issues/6398,14639.963333333333,609.9984722222222,scrapy/scrapy
scrapy,scrapy,6383,Error handling in contract parsing,closed,2024-05-30 16:59:37+00:00,2024-06-05 04:34:47+00:00,2,bug;good first issue,https://github.com/scrapy/scrapy/issues/6383,131.5861111111111,5.482754629629629,scrapy/scrapy
scrapy,scrapy,6369,persist_file() can return a Deferred that is never awaited,closed,2024-05-18 20:19:57+00:00,2026-03-24 09:52:58+00:00,3,bug;media pipelines,https://github.com/scrapy/scrapy/issues/6369,16189.550277777778,674.5645949074075,scrapy/scrapy
scrapy,scrapy,6365,Fix overridable methods in MediaPipeline,closed,2024-05-15 15:03:25+00:00,2024-05-28 08:42:59+00:00,1,bug,https://github.com/scrapy/scrapy/issues/6365,305.65944444444443,12.735810185185185,scrapy/scrapy
scrapy,scrapy,6361,Remove top-level reactor imports from CrawlerProces/CrawlerRunner examples ,closed,2024-05-14 09:52:47+00:00,2024-05-27 10:36:35+00:00,5,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/6361,312.73,13.030416666666667,scrapy/scrapy
scrapy,scrapy,6350,CachingHostnameResolver with CONCURRENT_REQUESTS_PER_IP fails,closed,2024-05-08 21:22:20+00:00,2025-12-05 17:03:23+00:00,8,bug,https://github.com/scrapy/scrapy/issues/6350,13819.684166666666,575.820173611111,scrapy/scrapy
scrapy,scrapy,6343,Make certain args of `ScrapyAgent` and `TunnelingAgent` required,closed,2024-05-07 08:23:10+00:00,2024-05-10 09:43:50+00:00,1,bug,https://github.com/scrapy/scrapy/issues/6343,73.34444444444445,3.0560185185185187,scrapy/scrapy
scrapy,scrapy,6342,"Set METAREFRESH_IGNORE_TAGS to [""noscript""] by default",closed,2024-05-07 07:32:13+00:00,2024-05-10 07:47:41+00:00,3,bug;good first issue;backward-incompatible,https://github.com/scrapy/scrapy/issues/6342,72.25777777777778,3.0107407407407405,scrapy/scrapy
scrapy,scrapy,6328,'json' selector type not documented,closed,2024-05-03 15:53:56+00:00,2024-06-06 05:55:57+00:00,4,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/6328,806.0336111111111,33.5847337962963,scrapy/scrapy
scrapy,scrapy,6308,Different behavior of `get_header` between urllib.Request and WrappedRequest,closed,2024-04-06 16:52:05+00:00,2024-04-08 09:47:55+00:00,4,bug;good first issue,https://github.com/scrapy/scrapy/issues/6308,40.93055555555556,1.7054398148148149,scrapy/scrapy
scrapy,scrapy,6307,Scrapy and Great Expectations: Error - __provides__,closed,2024-04-05 15:00:38+00:00,2024-04-29 14:28:01+00:00,12,bug,https://github.com/scrapy/scrapy/issues/6307,575.4563888888889,23.97734953703704,scrapy/scrapy
scrapy,scrapy,6292,Handle robots.txt files not utf-8 encoded,closed,2024-03-15 13:17:43+00:00,2024-04-05 08:49:12+00:00,3,bug;good first issue,https://github.com/scrapy/scrapy/issues/6292,499.52472222222224,20.813530092592593,scrapy/scrapy
scrapy,scrapy,6286,WindowsRunSpiderCommandTest isn't skipped properly in the pinned envs,closed,2024-03-09 16:31:41+00:00,2024-03-12 09:17:11+00:00,0,bug;CI,https://github.com/scrapy/scrapy/issues/6286,64.75833333333334,2.698263888888889,scrapy/scrapy
scrapy,scrapy,6258,Proxy tests don't use tests/keys/mitmproxy-ca.pem,closed,2024-02-29 08:34:22+00:00,2024-02-29 12:12:02+00:00,2,bug;CI,https://github.com/scrapy/scrapy/issues/6258,3.6277777777777778,0.1511574074074074,scrapy/scrapy
scrapy,scrapy,6214,"When using mongodb MotorClient with scrapy, async with await will introduce Runtime error",closed,2024-02-02 12:27:28+00:00,2024-02-02 13:54:05+00:00,11,bug;needs more info;asyncio,https://github.com/scrapy/scrapy/issues/6214,1.4436111111111112,0.06015046296296297,scrapy/scrapy
scrapy,scrapy,6207,Document the deprecation and removal of response_httprepr,closed,2024-01-17 08:48:41+00:00,2024-02-05 11:52:03+00:00,6,bug;docs,https://github.com/scrapy/scrapy/issues/6207,459.05611111111114,19.127337962962965,scrapy/scrapy
scrapy,scrapy,6204,PyPy tests fail,closed,2024-01-12 12:41:43+00:00,2024-01-12 17:50:42+00:00,1,bug;CI,https://github.com/scrapy/scrapy/issues/6204,5.1497222222222225,0.21457175925925928,scrapy/scrapy
scrapy,scrapy,6195,The first rule in a robots.txt with BOM will be ignored,closed,2024-01-04 19:48:48+00:00,2025-10-15 14:15:08+00:00,10,bug;good first issue,https://github.com/scrapy/scrapy/issues/6195,15594.43888888889,649.7682870370371,scrapy/scrapy
scrapy,scrapy,6160,scrapy shell breaks with ipython >= 8.18.0 and AsyncioSelectorReactor,closed,2023-11-28 10:24:12+00:00,2024-01-05 20:04:07+00:00,6,bug;asyncio,https://github.com/scrapy/scrapy/issues/6160,921.6652777777778,38.40271990740741,scrapy/scrapy
scrapy,scrapy,6121,Scheduler initializes disk queue even if `JOBDIR` is empty string,closed,2023-10-24 17:12:21+00:00,2023-10-31 13:37:27+00:00,0,bug;good first issue,https://github.com/scrapy/scrapy/issues/6121,164.41833333333332,6.850763888888888,scrapy/scrapy
scrapy,scrapy,6056,Dropping is_botocore wasn't documented,closed,2023-09-20 10:20:20+00:00,2023-09-22 08:12:22+00:00,2,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/6056,45.867222222222225,1.9111342592592593,scrapy/scrapy
scrapy,scrapy,6044,PyPy tests crash,closed,2023-09-12 07:25:07+00:00,2023-09-12 14:18:27+00:00,3,bug;CI;upstream issue,https://github.com/scrapy/scrapy/issues/6044,6.888888888888889,0.28703703703703703,scrapy/scrapy
scrapy,scrapy,6024,Problem with Twisted AttributeError: 'EPollReactor' object has no attribute '_handleSignals',closed,2023-08-29 00:04:21+00:00,2023-10-17 13:08:25+00:00,8,bug,https://github.com/scrapy/scrapy/issues/6024,1189.0677777777778,49.54449074074074,scrapy/scrapy
scrapy,scrapy,6008,"The ""item-pipeline"" section example of the docs was not updated.",closed,2023-08-10 07:50:31+00:00,2023-08-10 11:48:45+00:00,0,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/6008,3.9705555555555554,0.16543981481481482,scrapy/scrapy
scrapy,scrapy,5992,NotConfigured logging breaks when the component is added by class object,closed,2023-08-01 12:50:59+00:00,2023-08-01 18:19:00+00:00,0,bug;good first issue,https://github.com/scrapy/scrapy/issues/5992,5.466944444444445,0.22778935185185187,scrapy/scrapy
scrapy,scrapy,5990,"Requesting a site by its IP address instead of hostname raises OpenSSL.SSL.Error: [('SSL routines', '', 'tlsv1 alert internal error')]",closed,2023-07-28 07:12:16+00:00,2026-06-09 08:40:02+00:00,5,bug;https,https://github.com/scrapy/scrapy/issues/5990,25129.46277777778,1047.0609490740742,scrapy/scrapy
scrapy,scrapy,5989,"type annotation of ""headers"" argument of scrapy.Request is incomplete",closed,2023-07-26 12:01:33+00:00,2023-10-17 17:07:14+00:00,1,bug;typing,https://github.com/scrapy/scrapy/issues/5989,1997.0947222222221,83.2122800925926,scrapy/scrapy
scrapy,scrapy,5961,Fixing the dirty reactor errors,closed,2023-06-25 10:08:49+00:00,2026-03-27 18:46:20+00:00,2,bug;CI,https://github.com/scrapy/scrapy/issues/5961,24152.625277777777,1006.359386574074,scrapy/scrapy
scrapy,scrapy,5959,BaseSettings.pop method throws KeyError even if default value is provided,closed,2023-06-21 17:03:40+00:00,2023-06-24 14:23:19+00:00,4,bug,https://github.com/scrapy/scrapy/issues/5959,69.3275,2.8886458333333334,scrapy/scrapy
scrapy,scrapy,5957,Investigate/fix test_start_requests_laziness(),closed,2023-06-20 17:18:38+00:00,2023-08-08 17:19:15+00:00,1,bug;CI,https://github.com/scrapy/scrapy/issues/5957,1176.0102777777777,49.00042824074074,scrapy/scrapy
scrapy,scrapy,5936,Docs involving Request.cookies are inaccurate,closed,2023-05-18 15:00:43+00:00,2023-10-02 16:40:28+00:00,3,bug;docs,https://github.com/scrapy/scrapy/issues/5936,3289.6625,137.06927083333332,scrapy/scrapy
scrapy,scrapy,5933,test_s3_export fails on Windows/asyncio,closed,2023-05-15 10:43:28+00:00,2023-06-25 09:41:24+00:00,1,bug;Windows;CI,https://github.com/scrapy/scrapy/issues/5933,982.9655555555555,40.95689814814815,scrapy/scrapy
scrapy,scrapy,5932,_store_in_thread must not receive a closed file when using postprocessing plugins,closed,2023-05-15 08:24:07+00:00,2024-02-21 13:27:43+00:00,2,bug,https://github.com/scrapy/scrapy/issues/5932,6773.06,282.21083333333337,scrapy/scrapy
scrapy,scrapy,5886,scrapy doesn't see project settings while debugging spiders in vscode,closed,2023-04-05 12:11:26+00:00,2023-05-02 19:05:32+00:00,1,bug;docs;needs more info,https://github.com/scrapy/scrapy/issues/5886,654.9016666666666,27.287569444444443,scrapy/scrapy
